admin	eland2ace.pl	converter	bin/apps/eland2ace.pl	0	perl	0.1	Convert Eland output sorted.txt file into an .ace file		http://www.google.com
admin	filterSNP	report	apps/filterSNP.pl	0	perl	0.1	Filter SNPs by quality, coverage, etc.	Notes	http://www.google.com
admin	FTP	utility	/agua/0.6/bin/apps/utils/deepvac.pl	0	/usr/bin/perl	0.1	Download FTP files or web pages from a URL	Download all files found in links in a page or raw text file	http://www.google.com
admin	image2eland.pl	pipeline	bin/apps/image2eland.pl	0	perl	0.1	Process images into base calls with Bustard and align reads against reference sequence with Eland		http://www.google.com
admin	MAQ	pipeline	apps/MAQ.pl	0	/usr/bin/perl	0.1	Align to reference and predict SNPs.	Runs MAQ version 0.7.1.	http://www.google.com
admin	replaceString.pl	utility	bin/apps/replaceString.pl	1	perl	0.1	Convert .ace file into multiple ace files		http://www.google.com
admin	SAV	pipeline	apps/SAV.pl	0	/usr/bin/perl	0.1	SNP Annotation and Verification	Call SNPs in pileup format from .SAM or .BAM file generated for each chromosome of the target species (DEFAULT: human hg19). Annotates using user-specified dbSNP (DEFAULT: dbsnp130)	http://www.google.com
admin	splitace.pl	utility	bin/apps/splitace.pl	1	perl	0.1	Convert a single .ace file into multiple ace files, one for each contig.		http://www.google.com
admin	TOPHAT	expression	apps/TOPHAT.pl	0	/usr/bin/perl	0.1	A wrapper script to run TOPHAT (which uses Bowtie) to do fast short read alignment against a reference sequence	Uses Tophat v 0.1.12 and Bowtie v 0.12.2	http://www.google.com
admin	jbrowseFeatures	view	apps/jbrowse/jbrowseFeatures.pl	0	/usr/bin/perl	0.1	Generate JBrowse features for all chromosomes in parallel		http://www.google.com
admin	indexReads	index	apps/index/indexReads.pl	0	/usr/bin/perl	0.01	Index SAM files by read name		http://www.google.com
syoung	myapp	aligner	/full/path/to/my/app.pl	0	/usr/bin/perl	0.01	this is what it does	in this version i did this	http://www.google.com
admin	sleep	test	/nethome/syoung/agua/Project1/test/test.sh	0	/bin/sh	0.1	Run test.pl to sleep and print to stdout file	Notes	http://www.google.com
admin	unzipFiles	utility	apps/utils/unzipFiles.pl	0	/usr/bin/perl	0.01	Unzip or gunzip files, with an optional filter	Notes	www.aguadev.org/confluence?unzipFiles
admin	elandIndex	converter	apps/converters/elandIndex.pl	0	/usr/bin/perl	0.01	Convert FASTA files into squashed/indexed ELAND reference files	Notes	URL
admin	ELAND	aligner	apps/aligners/ELAND.pl	0	perl	0.2	Solexa/Illumina short read aligner (max 32 bps aligned)	Notesxxxxxxxxxxxxx	http://www.google.com
admin	winkie	winkie	winkie/is/here	0	wink	00.01	Description	Notes	URL
admin	elandHeader	converter	apps/aligners/elandHeader.pl	0	/usr/bin/perl	0.01	Convert incorrect header formats to the simple header format accepted by ELAND and other aligners matching this regex: \	\	\	[A-Z0-9.]:[0-9]:[0-9]:[0-9]:[0-9](#[0-9]/[12])?	Notes	URL
admin	createRefDirs	utility	apps/utils/createRefDirs.pl	0	/usr/bin/perl	0.01	Create reference file sub-directories, one for each chromosome sequence file in the input directory. Each sub-directory contains a linked copy of the corresponding chromosome sequence file in the input directory.		www.google.com
admin	bowtieIndex	converter	apps/converters/bowtieIndex.pl	0	/usr/bin/perl	0.01	Run bowtie-build to convert FASTA files into *ebwt indexed files	Notes	URL
admin	chopfile	utility	apps/utils/chopfile.pl	0	/usr/bin/perl	0.01	Print a user-defined number of lines from one file to another file	Notes	URL
admin	maqIndex	converter	apps/converters/maqIndex.pl	0	/usr/bin/perl	0.01	Run maq-build to convert FASTA files into *.bfa binary indexed files	Notes	URL
admin	novoIndex	converter	apps/converters/novoIndex.pl	0	/usr/bin/perl	0.01	Run novoindex to convert FASTA files into binary indexed files	Notes	URL
